route_count,total_fleet,sample_size,route_index,route_id,allocation_mean,allocation_std,allocation_cv,demand_mean,demand_std,demand_cv
38,2000,3000,21,R21_Abuno_Tubod,30.57142857,1.90237946,0.06222737,5633.00000000,737.35156698,0.13089856
38,2000,3000,22,R22_SantaFilomena_Tibanga,3.28571429,1.70433621,0.51871102,86.00000000,66.87301399,0.77759319
38,2000,3000,23,R23_Acmac_Kiwalan,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,2000,3000,24,R24_Kabacsanan_Kiwalan,221.57142857,2.63673680,0.01190017,291904.71428571,9398.94000609,0.03219866
38,2000,3000,25,R25_Bunawan_Dalipuga,179.71428571,5.93616840,0.03303114,192147.28571429,11728.96513927,0.06104153
38,2000,3000,26,R26_Dalipuga_Tibanga,28.57142857,3.82348632,0.13382202,4984.14285714,1351.93681171,0.27124760
38,2000,3000,27,R27_Bonbonon_Palao,198.42857143,2.99205297,0.01507874,233851.57142857,9056.85270678,0.03872906
38,2000,3000,28,R28_MariaCristina_Tipanoy,42.42857143,2.93582146,0.06919445,10674.85714286,1390.42780330,0.13025259
38,2000,3000,29,R29_Buruun_Tominobo,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
38,2000,3000,30,R30_Tambacan_Luinab,24.42857143,0.97590007,0.03994913,3601.57142857,343.37484724,0.09534029
38,2000,3000,31,R31_Center_Kiwalan,28.28571429,1.79947082,0.06361766,4774.28571429,535.77816127,0.11222164
38,2000,3000,32,R32_Suarez_Tibanga,19.85714286,3.07834216,0.15502443,2410.00000000,677.59279807,0.28115884
38,2000,3000,33,R33_Ditucalan_Palao,73.42857143,4.61364436,0.06283173,32243.57142857,4322.64150943,0.13406212
38,2000,3000,34,R34_UpperTominobo_Palao,65.85714286,3.48466026,0.05291241,25926.00000000,3086.55006979,0.11905231
38,2000,3000,35,R35_Buruun_Tipanoy,26.28571429,2.13808994,0.08134038,4136.57142857,628.03419682,0.15182482
38,2000,3000,36,R36_Tubod_Kiwalan,123.57142857,1.61834719,0.01309645,90784.71428571,2104.71595188,0.02318359
38,2000,3000,37,R37_Palao_SantaFilomena,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
