Best_Parent,Worst_Parent,Child_Cost,Status,Worst_Parent_Smooth
649.2077438655986,668.4038580912846,783.359899194264,Destructive,1048.9993542693737
649.2275792005215,1157.8723919133831,1011.8912706814638,Interpolation,1048.9993542693737
649.2715954465541,670.4593518567337,683.1038026066117,Destructive,1050.4362905545127
649.2803277699634,1157.8723919133831,904.6933425704409,Interpolation,1051.2047943999216
649.2871960004941,1157.8723919133831,1030.5098809973829,Interpolation,1051.2047943999216
649.3090679730236,1157.8723919133831,877.5525014246734,Interpolation,1053.2391543629735
649.3443018376752,1157.8723919133831,989.557274492601,Interpolation,1053.2391543629735
649.3609006467522,752.1599282538627,645.5706718081904,Synergy,1053.032795522379
649.4411267702881,1157.8723919133831,1188.7504194983958,Destructive,1052.2292227960122
649.4507006155839,678.7789495875508,670.8830613558409,Interpolation,1050.6742348843525
649.455090369323,1157.8723919133831,1031.4929655029764,Interpolation,1048.8709605455585
649.4772225783126,842.641711726031,774.2576738964411,Interpolation,1050.8093022566122
649.4840786109664,1157.8723919133831,1058.7955478546846,Interpolation,1052.7772291226631
649.485835559985,794.2579432877267,965.2650339279327,Destructive,1052.7772291226631
649.4976242146531,1157.8723919133831,788.2807907163921,Interpolation,1052.7772291226634
649.5037837421162,1157.8723919133831,981.5063500271979,Interpolation,1052.7772291226631
649.5480489649069,1157.8723919133831,849.2859564372706,Interpolation,1052.7772291226631
649.5537475850799,1157.8723919133831,1110.4962690564194,Interpolation,1050.7972660521248
649.5557535472316,1157.8723919133831,863.8928524675615,Interpolation,1050.7972660521248
649.5855484740792,1157.8723919133831,797.4478196037212,Interpolation,1051.2010456536523
649.5954577293634,1157.8723919133831,830.3993637607427,Interpolation,1051.201045653652
649.6031222183858,1157.8723919133831,1043.3538447072965,Interpolation,1051.2010456536523
649.6356852630843,1157.8723919133831,788.3201041898949,Interpolation,1051.2010456536523
649.6697069502036,676.5123465041268,1051.9480088175903,Destructive,1052.8849943773532
649.6851623844204,1157.8723919133831,898.8833659861842,Interpolation,1052.8849943773532
649.712598288457,962.0418867078108,1058.5679220691638,Destructive,1051.4234205235368
649.721918495145,1157.8723919133831,964.1348257479228,Interpolation,1049.555811089086
649.7350298449398,1157.8723919133831,968.364976355238,Interpolation,1048.0225972640671
649.7421378764595,1157.8723919133831,892.4427189970647,Interpolation,1049.9694600665564
649.7566247883185,686.2130888660621,667.2433255713127,Interpolation,1049.9694600665562
649.7947489466851,1157.8723919133831,1006.4971152791647,Interpolation,1049.9694600665562
649.7973277385861,1157.8723919133831,1029.896190477975,Interpolation,1048.11246520924
649.8330486280436,1157.8723919133831,902.4478105104139,Interpolation,1048.11246520924
649.843251894086,1157.8723919133831,1038.7711385523369,Interpolation,1046.3731778617043
649.8544377222952,770.9113280058284,574.2729127021303,Synergy,1046.373177861704
649.861412478821,719.7555437190686,731.759320962745,Destructive,1046.679042775729
649.9347348732701,1157.8723919133831,863.8682049764952,Interpolation,1045.1706451662226
649.9388868301128,1157.8723919133831,1093.9198034970823,Interpolation,1045.1706451662226
649.9453285169299,1157.8723919133831,853.3518784979477,Interpolation,1045.1706451662226
649.954901778791,1157.8723919133831,894.2481346098192,Interpolation,1045.1706451662228
649.9810874786951,1157.8723919133831,1034.9102223384873,Interpolation,1045.4730415895294
650.0024829416606,1157.8723919133831,838.4769189975763,Interpolation,1045.4730415895294
650.0299435889247,1157.8723919133831,1401.4387009153138,Destructive,1044.0680060053194
650.0423637404975,1157.8723919133831,950.8331239270642,Interpolation,1044.0680060053194
650.0583545242366,805.9499775201366,634.4684612361225,Synergy,1045.433774169364
650.0590825260654,1157.8723919133831,1050.0437848443073,Interpolation,1045.433774169364
650.0658391366364,1157.8723919133831,868.6390971828313,Interpolation,1043.418607553693
650.1443145278602,671.7823741471042,730.8835284297388,Destructive,1043.418607553693
650.1690397451025,1157.8723919133831,763.6378300559963,Interpolation,1042.5409197298343
650.1887792474951,781.6322083592495,599.0915543301244,Synergy,1042.5409197298343
650.2003696957745,805.486122551411,550.6900040328198,Synergy,1042.5540855879472
650.225723736122,1157.8723919133831,874.5901109014308,Interpolation,1044.0634357722056
650.2300190918497,663.9992436946272,832.0938894617494,Destructive,1045.6465123556363
650.2435313880085,1157.8723919133831,1026.6420425205924,Interpolation,1045.769919916336
650.2749388459438,731.8607211793387,640.2002629697295,Synergy,1043.9009068008825
650.2862232310031,1157.8723919133831,960.3577239928709,Interpolation,1043.9009068008827
650.3431981239862,1157.8723919133831,930.9099863930526,Interpolation,1043.9009068008827
650.3612626441477,1157.8723919133831,1200.922061986362,Destructive,1045.8754724156595
650.4120378643954,677.2114243001163,674.0684821884829,Interpolation,1045.8754724156593
650.4146015815205,793.6441085277081,611.0730564719755,Synergy,1045.8754724156593
650.4403111884949,1098.83850507313,551.9453744620957,Synergy,1045.8754724156595
650.5087788475595,1157.8723919133831,790.056170360657,Interpolation,1045.8754724156595
650.5234340524478,685.3002202127714,611.1995907364558,Synergy,1044.2850493862877
650.5371604442425,1157.8723919133831,1199.5908128307028,Destructive,1045.835451191476
650.5431891632487,1157.8723919133831,895.1035459673706,Interpolation,1047.874195206067
650.5469686251332,1157.8723919133831,1028.9557740945108,Interpolation,1049.8588265929498
650.5490541345978,1157.8723919133831,1130.219138489474,Interpolation,1049.8588265929498
650.6048774125111,987.8924954954871,684.5162637832476,Interpolation,1051.7970650971915
650.6135559656321,1157.8723919133831,1149.0261793586847,Interpolation,1051.7970650971915
650.6756987749836,1157.8723919133831,1162.3052911698705,Destructive,1051.7970650971915
650.6927338664988,1157.8723919133831,909.8462843746814,Interpolation,1049.99205705335
650.6954579608312,1157.8723919133831,880.5603663517122,Interpolation,1049.9920570533502
650.776963654112,1157.8723919133831,946.9652234312875,Interpolation,1048.0618566877122
650.786929687984,1157.8723919133831,928.2315064244993,Interpolation,1048.0618566877122
650.8226653287666,1157.8723919133831,1001.8391057415465,Interpolation,1048.0618566877122
650.8518949294399,1157.8723919133831,884.5111876099219,Interpolation,1049.3554627336605
650.8553310156683,1157.8723919133831,891.8853469770993,Interpolation,1049.3554627336605
650.8920743791443,1157.8723919133831,899.6442856156469,Interpolation,1047.9790780294245
650.9700648830906,1157.8723919133831,1101.507592041119,Interpolation,1047.9790780294243
651.0070128835348,660.9429668245298,564.7795519706776,Synergy,1047.9790780294243
651.017634234428,1157.8723919133831,835.4437460537924,Interpolation,1047.9790780294243
651.0510552124446,1157.8723919133831,991.2034475728831,Interpolation,1049.9450374702408
651.0644686296863,1157.8723919133831,1028.6564726249574,Interpolation,1049.9450374702408
651.0829918218974,651.8452040853683,676.4794882715371,Destructive,1049.9450374702405
651.1893961410999,1157.8723919133831,1163.8205253858096,Destructive,1048.4870409516698
651.2339178459936,1157.8723919133831,1014.593140360636,Interpolation,1048.4870409516698
651.2567035255424,1157.8723919133831,883.7824033314607,Interpolation,1048.4870409516698
651.281474601267,1157.8723919133831,792.60002342284,Interpolation,1046.4871578977659
651.3045757443751,1157.8723919133831,898.7513296313368,Interpolation,1046.4871578977659
651.3337599743454,1157.8723919133831,1059.0523368789309,Interpolation,1046.4871578977659
651.3555822705064,1157.8723919133831,1051.5174722623526,Interpolation,1046.4871578977659
651.3644340429694,1157.8723919133831,1062.408829452674,Interpolation,1046.306427356814
651.376713030276,1157.8723919133831,750.7607101383887,Interpolation,1046.306427356814
651.3863216422128,1157.8723919133831,788.2969449281628,Interpolation,1046.306427356814
651.3884059036161,1157.8723919133831,796.4734386031836,Interpolation,1046.306427356814
651.4106768807264,1157.8723919133831,840.3616581714446,Interpolation,1048.2039120920842
651.4121057088983,1157.8723919133831,977.5262525512995,Interpolation,1050.0115014129094
