route_count,total_fleet,sample_size,route_index,route_id,allocation_mean,allocation_std,allocation_cv,demand_mean,demand_std,demand_cv
32,320,450,31,R031,2.42857143,0.78679579,0.32397474,486.71428571,273.39026701,0.56170586
32,320,500,0,R000,18.00000000,1.52752523,0.08486251,26619.28571429,4484.12718056,0.16845408
32,320,500,1,R001,7.00000000,1.41421356,0.20203051,4105.00000000,1508.93847898,0.36758550
32,320,500,2,R002,13.71428571,1.38013112,0.10063456,14949.71428571,3204.12789561,0.21432703
32,320,500,3,R003,11.14285714,0.89973541,0.08074549,9766.14285714,1147.26579724,0.11747379
32,320,500,4,R004,8.85714286,1.06904497,0.12069863,6515.85714286,1314.20551774,0.20169342
32,320,500,5,R005,16.57142857,1.51185789,0.09123280,21989.42857143,3666.95427011,0.16675987
32,320,500,6,R006,17.85714286,1.57359158,0.08812113,26308.00000000,4413.74459312,0.16777196
32,320,500,7,R007,7.28571429,1.38013112,0.18942976,4377.71428571,1796.76224677,0.41043388
32,320,500,8,R008,5.28571429,0.75592895,0.14301358,2512.14285714,660.30635026,0.26284586
32,320,500,9,R009,14.14285714,1.06904497,0.07558904,16054.42857143,2250.79925487,0.14019803
32,320,500,10,R010,3.85714286,1.46385011,0.37951670,1281.85714286,774.52489277,0.60422091
32,320,500,11,R011,9.14285714,1.21498579,0.13288907,6968.71428571,1839.82750227,0.26401247
32,320,500,12,R012,14.00000000,1.29099445,0.09221389,15176.14285714,2488.42161678,0.16396931
32,320,500,13,R013,3.00000000,1.52752523,0.50917508,953.85714286,625.56545849,0.65582720
32,320,500,14,R014,8.14285714,0.89973541,0.11049382,5426.00000000,1130.08274033,0.20827179
32,320,500,15,R015,4.57142857,0.97590007,0.21347814,1671.71428571,544.82985549,0.32591087
32,320,500,16,R016,15.71428571,1.38013112,0.08782653,19633.85714286,3939.65969040,0.20065643
32,320,500,17,R017,15.00000000,2.44948974,0.16329932,18310.14285714,5865.89568121,0.32036318
32,320,500,18,R018,16.85714286,2.26778684,0.13452973,22812.42857143,5636.67570048,0.24708793
32,320,500,19,R019,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,500,20,R020,5.85714286,1.06904497,0.18251987,2855.42857143,1068.77856409,0.37429708
32,320,500,21,R021,11.00000000,1.52752523,0.13886593,9627.57142857,2418.30104668,0.25118495
32,320,500,22,R022,8.00000000,0.81649658,0.10206207,5476.14285714,996.52419749,0.18197557
32,320,500,23,R023,8.14285714,1.34518542,0.16519821,5390.85714286,1582.66909877,0.29358394
32,320,500,24,R024,4.71428571,2.87020822,0.60883205,2409.85714286,2172.55260225,0.90152755
32,320,500,25,R025,18.57142857,1.39727626,0.07523795,28083.14285714,3987.93745473,0.14200467
32,320,500,26,R026,9.14285714,0.69006556,0.07547592,6532.42857143,1057.36856664,0.16186454
32,320,500,27,R027,11.57142857,0.97590007,0.08433704,10662.71428571,1469.17479267,0.13778619
32,320,500,28,R028,17.57142857,1.61834719,0.09210106,25488.57142857,4977.05829639,0.19526627
32,320,500,29,R029,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,320,500,30,R030,10.00000000,1.63299316,0.16329932,8261.57142857,2832.87891594,0.34289831
32,320,500,31,R031,3.28571429,1.11269728,0.33864700,916.42857143,426.08209582,0.46493759
